"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude ","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","BroadPhaseofFlight","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"ERA24LA113","ACC","193798","2024-02-14T01:53:00Z","Melbourne","Florida","United States",,"N650FT","2843710","false","Aviation","",,,"None","0","0","0",,,,"28.101299999999998","-80.645099999999999","PIPER","PA-28-181","AIR","MLB","MELBOURNE ORLANDO INTL","false","1",,,"INST","091","Substantial","VMC","FLORIDA INSTITUTE OF TECHNOLOGY","Takeoff","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193798/pdf"
"ENG24WA011","ACC","193872","2024-02-13T07:40:00Z","Kapar","Other Foreign","Malaysia",,"I-POOC",,"false","Aviation","",,,"Fatal","2","0","0",,,,,,"BLACKSHAPE","BK160",,,,"false",,,,,,,,"Aviation Safety Technology Pte Ltd","Enroute","N/A",,,"","None"
"DCA24WA101","INC","193808","2024-02-13T07:30:00Z","Kuching","Other Foreign","Malaysia",,"9M-LCM","39840","false","Aviation","",,,"None","0","0","0",,,,"1.487141","110.34160300000001","BOEING","737","AIR",,,"false","2",,,,"NUSC","None",,"Batik Air Malaysia","Enroute","N/A",,"Prelim","","None"
"CEN24LA113","ACC","193779","2024-02-12T14:30:00Z","South Lyon","Michigan","United States",,"N87965","15583","false","Aviation","",,,"None","0","0","0",,,,"42.43291","-83.693299999999994","PIPER","J3C-65","AIR","PVT","PVT","false","1",,,"PERS","091","Substantial",,,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193779/pdf"
"ANC24LA013","ACC","193797","2024-02-11T13:30:00Z","Glacier View","Alaska","United States",,"N74868","11038","false","Aviation","",,,"None","0","0","0",,,,"61.661298000000002","-147.58215000000001","ROBINSON HELICOPTER COMPANY","R44 II","HELI",,,"false","1",,,"BUS","091","None","VMC","SHEEP MOUNTAIN AIR LLC","Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193797/pdf"
"GAA24WA131","ACC","194016","2024-02-11T13:22:00Z","Lote Ocho",,"Mexico",,"XB-SKA","LW-43","false","Aviation","",,,"Fatal","9","0","0",,,,"17.466667000000001","-92.133332999999993","BEECH","E90","AIR","MMPQ","Palenque International Airport","false","2",,"NSCH","BUS","NUSC","Unknown",,"Comercializadora Masvi","Approach","N/A",,"Prelim","","None"
"GAA24WA089","ACC","193785","2024-02-11T13:15:00Z","Puerto Escondido",,"Mexico",,"N80GE","208B0585","false","Aviation","",,,"Fatal","1","6","11",,,,"15.86557","-97.091409999999996","CESSNA","208","AIR",,,"false","1",,,"SKYD","NUSN","Substantial",,"WIN WIN AVIATION INC","Takeoff","N/A",,"Prelim","","None"
"WPR24LA085","ACC","193780","2024-02-11T12:35:00Z","Santa Ana","California","United States",,"N377YG","20202131","false","Aviation","",,,"Serious","0","1","1",,,,"33.675662000000003","-117.86823","EVEKTOR-AEROTECHNIK A S","HARMONY LSA","AIR","SNA","JOHN WAYNE/ORANGE COUNTY","false","1",,,"INST","091","Substantial","VMC","Sunrise Aviation Company","Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193780/pdf"
"WPR24LA086","ACC","193781","2024-02-11T12:30:00Z","Maricopa","Arizona","United States",,"N691B","D-1694","false","Aviation","",,,"None","0","0","0",,,,"32.991833999999997","-111.91748","BEECH","A35","AIR","A39","AK-CHIN RGNL","false","1",,,"PERS","091","Substantial","VMC",,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193781/pdf"
"DCA24WA096","INC","193775","2024-02-11T01:55:00Z","Abu Dhabi",,"United Arab Emirates",,"A6-ETP",,"false","Aviation","",,,"None","0","0","0",,,,"24.433001000000001","54.6511","BOEING","777-3FX (ER)","AIR",,,"false",,,,,"NUSC","None",,,"Enroute","N/A",,"Prelim","","None"
"DCA24LA095","INC","193772","2024-02-10T21:42:00Z","Dallas","Texas","United States",,"N991AN","30920","false","Aviation","",,,"None","0","0","0",,,,"32.896801000000004","-97.038002000000006","BOEING","737-823","AIR","DFW","Dallas Fort Worth International Airport","false","2",,"SCHD",,"121","Minor","VMC","AMERICAN AIRLINES INC","Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193772/pdf"
"WPR24LA089","ACC","193786","2024-02-10T21:35:00Z","Madera","California","United States",,"N737LU","17269508","false","Aviation","",,,"None","0","0","0",,,,"37","-120","CESSNA","172N","AIR","E45","Pine Mountain Lake","false","1",,"NSCH","PERS","091","Substantial","VMC","RIYA AVIATION LLC","Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193786/pdf"
"DCA24LA097","ACC","193784","2024-02-10T17:43:00Z","Kelsey","New York","United States",,"N788UA","26942","false","Aviation","",,,"Serious","0","2","1",,,,"42.063057000000001","-75.316283999999996","BOEING","777-222","AIR",,,"false","2",,"SCHD",,"121","None",,"UNITED AIRLINES INC","Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193784/pdf"
"WPR24LA088","ACC","193783","2024-02-10T16:30:00Z","Spanish Fork","Utah","United States",,"N989SR","3257268","false","Aviation","",,,"Minor","0","0","2",,,,"40.133999000000003","-111.6542","PIPER","PA-32R-301T","AIR","SPK","SPANISH FORK MUNI/WOODHOUSE FLD","false","1",,,"PERS","091","Substantial","VMC",,"Approach","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193783/pdf"
"WPR24LA087","ACC","193782","2024-02-10T14:45:00Z","Burley","Idaho","United States",,"C-FLQQ","25-0511","false","Aviation","",,,"Minor","0","0","1",,,,"42","-113","MOONEY","M20K","AIR","BYI","Burley Municipal AIrport","false",,,,"PERS","091","Substantial",,,"Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193782/pdf"
"WPR24LA084","ACC","193778","2024-02-10T09:45:00Z","Goodyear","Arizona","United States",,"N52436","17274520","false","Aviation","",,,"None","0","0","0",,,,"33.455243000000003","-112.34684","CESSNA","172P","AIR","GYR","PHOENIX GOODYEAR","false","1",,,"INST","091","Substantial","VMC","ANGEL AVIATION INC","Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193778/pdf"
"CEN24MA111","ACC","193770","2024-02-10T00:08:00Z","Halloran Springs","California","United States",,"N130CZ","4060","false","Aviation","",,,"Fatal","6","0","0",,,,"35.373040000000003","-115.86357","AIRBUS HELICOPTERS","EC130","HELI",,,"false","1",,"NSCH","BUS","135","Destroyed","VMC","ORBIC AIR LLC","Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193770/pdf"
"ERA24FA110","ACC","193769","2024-02-09T17:17:00Z","Naples","Florida","United States",,"N823KD","5584","false","Aviation","",,,"Fatal","2","0","4",,,,"26.191548000000001","-81.735641000000001","BOMBARDIER INC","CL-600-2B16","AIR","APF","NAPLES MUNI","false","2",,"NSCH",,"135","Destroyed","VMC","Ace Aviation Services","Approach","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193769/pdf"
"DCA24WA098","ACC","193788","2024-02-09T08:20:00Z","Malakal","Other Foreign","Sudan",,"5Y-AXL","40204","false","Aviation","",,,"None","0","0","0",,,,"9.5588890000000006","31.652221999999998","MCDONNELL DOUGLAS","MD-82","AIR","MAK","Malakal Airport","false","2",,"SCHD",,"NUSC","Substantial",,"African Express Airways","Landing","N/A",,"Prelim","","None"
"CEN24LA114","ACC","193792","2024-02-08T23:05:00Z","Wayside","Texas","United States",,"N7586R","28-22153","false","Aviation","",,,,,,,,,,"34.807068999999998","-101.69113","PIPER","PA-28-140","AIR","HRX",,"false","1",,,"INST","091","Unknown",,,"Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193792/pdf"
"DCA24WA100","INC","193803","2024-02-08T20:22:00Z","Nassau","Other Foreign","Bahamas",,"N900DU","62779","false","Aviation","",,,,"0","0","0",,,,"25.039114000000001","-77.466368000000003","BOEING","737-900ER","AIR","MYNN","Lynden Pindling International Airport","false","2",,"SCHD",,"NUSC","None",,"DELTA AIR LINES INC","Takeoff","N/A",,"Prelim","","None"
"GAA24WA094","ACC","193800","2024-02-08T13:50:00Z","Uelzen",,"Germany",,"N32482","215","false","Aviation","",,,,,,,,,,,,"SUPERIOR","CULVER LCA","AIR","EDVU",,"false","1",,,,"129","Substantial",,,"Landing","N/A",,"Prelim","","None"
"DCA24WA093","INC","193766","2024-02-08T12:10:00Z","Schiphol",,"Netherlands",,"G-ONEE",,"false","Aviation","",,,"None","0","0","0",,,,"52.308601000000003","4.76389","BOEING","747-400","AIR",,,"false",,,"NSCH",,"NUSC","None",,,"Enroute","N/A",,"Prelim","","None"
"DCA24LA092","ACC","193765","2024-02-08T05:00:00Z","Boston","Massachusetts","United States",,"N956JT",,"false","Aviation","",,,"None","0","0","0",,,,,,"AIRBUS","A321-231",,,,"false",,,"SCHD",,"121",,,"JETBLUE AIRWAYS CORP","Standing","In work",,,"",""
"ERA24LA112","ACC","193777","2024-02-07T19:00:00Z","Stevensville","Maryland","United States",,"N39818","73-30511","false","Aviation","",,,"None","0","0","0",,,,"38.976261999999998","-76.329082","BELLANCA","17-30A","AIR","W29","BAY BRIDGE","false","1",,,"PERS","091","Substantial","VMC",,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193777/pdf"
"ERA24LA111","ACC","193776","2024-02-07T15:38:00Z","Palm Beach Gardens","Florida","United States",,"N484AP","32-8124003","false","Aviation","",,,"None","0","0","0",,,,"26.845917","-80.222333000000006","PIPER","PA-32-301T","AIR","F45","NORTH PALM BEACH COUNTY GENERAL AVIATION","false","1",,,"PERS","091","Unknown","VMC",,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193776/pdf"
"WPR24FA083","ACC","193761","2024-02-07T12:48:00Z","Westwater","Utah","United States",,"N900VA","HA-0020","false","Aviation","",,,"Fatal","2","0","0",,,,"39.266249999999999","-109.05652000000001","HAWKER BEECHCRAFT CORP","HAWKER 900XP","AIR","GJT","GRAND JUNCTION RGNL","false","2",,,"POSI","091","Destroyed","IMC","Clay Lacy Aviation, Inc.","Maneuvering","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193761/pdf"
"CEN24LA112","ACC","193774","2024-02-06T23:00:00Z","Tupelo","Mississippi","United States",,"N4054Y","13525","false","Aviation","",,,,,,,,,,"34.230710999999999","-88.629655999999997","ROBINSON HELICOPTER COMPANY","R44 II","HELI",,,"false","1",,,"PERS","091","Substantial",,,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193774/pdf"
"GAA24WA086","ACC","193755","2024-02-06T19:57:00Z","Lago Ranco","Other Foreign","Chile",,"CC-PHP",,"false","Aviation","",,,"Fatal","1","0","0",,,,,,"ROBINSON","R44",,,,"false",,,,"PERS","NUSN",,,"Transportes ICARO S.A.","Takeoff","N/A",,,"","None"
"DCA24LA094","INC","193768","2024-02-06T17:55:00Z","Newark","New Jersey","United States",,"N47280","64614","false","Aviation","",,,"None","0","0","0",,,,"40.692501","-74.168700999999999","BOEING","737-8","AIR","EWR","Newark Liberty International Airport","false","2",,"SCHD","FLTS","121","None","VMC","UNITED AIRLINES INC","Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193768/pdf"
"ERA24LA106","ACC","193751","2024-02-06T01:28:00Z","Smyrna","Tennessee","United States",,"N2150G","172S9516","false","Aviation","",,,"None","0","0","0",,,,"36.008167","-86.518186","CESSNA","172","AIR","MQY","SMYRNA","false","1",,,"PERS","091","Substantial",,"MSB AVIATION LLC","Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193751/pdf"
"ERA24LA105","ACC","193749","2024-02-05T17:35:00Z","Parkland","Florida","United States",,"N3747J","15065047","false","Aviation","",,,"None","0","0","0",,,,"26.334153000000001","-80.266006000000004","CESSNA","150","AIR",,,"false","1",,,"PERS","091","Substantial","VMC","Xflight","Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193749/pdf"
"DCA24WA090","INC","193762","2024-02-05T06:37:00Z","Singapore",,"Senegal",,"9V-OJH, HL7209",,"false","Aviation","",,,,,,,,,,"1.35019","103.99400300000001","BOEING, BOEING","787, 787","AIR, AIR","WSSS","Singapore Changi Airport","false, false",,,,,"NUSC, NUSC","None, None",,"SCOOT, Korean Air","Landing","N/A",,"Prelim","","None"
"ERA24LA108","ACC","193756","2024-02-04T18:00:00Z","Abingdon","Virginia","United States",,"N756ZW","R18201208","false","Aviation","DirectorBrief","2024-04-04T04:00:00Z","2024-04-04T17:00:00Z","None","0","0","0","The pilot's failure to lower the airplane's landing gear prior to landing, which resulted in abnormal runway contact.","Personnel issues - Action/decision - Action - Lack of action - Pilot, Aircraft - Aircraft systems - Landing gear system - Main landing gear - Incorrect use/operation",,"36.686185999999999","-82.035334000000006","CESSNA","R182","AIR","VJI","VIRGINIA HIGHLANDS","false","1","REC",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=193756","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193756/pdf"
"CEN24LA109","ACC","193752","2024-02-04T14:30:00Z","Inver Grove Heights","Minnesota","United States",,"N360WC","JA1804118","false","Aviation","",,,"Minor","0","0","2",,,,"44.847222000000002","-90.266660000000002","Javron","PA-12 Replica","AIR",,,"true","1",,"NSCH","PERS","091","Substantial","VMC",,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193752/pdf"
"CEN24LA107","ACC","193744","2024-02-03T16:30:00Z","La Porte","Texas","United States",,"N321JA","0011","false","Aviation","",,,"None","0","0","0",,,,"29.670000000000002","-95.099999999999994","Edge","540","AIR","T41",,"true","1",,,"PERS","091","Substantial","VMC","FITZKE JANET R","Initial Climb","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193744/pdf"
"CEN24LA106","ACC","193743","2024-02-02T17:00:00Z","Hayward","Wisconsin","United States",,"N1887V","14067","false","Aviation","DirectorBrief","2024-02-29T05:00:00Z","2024-02-29T18:00:00Z","None","0","0","0","The pilot’s loss of control during landing rollout.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",,"46.025266000000002","-91.444265000000001","CESSNA","140","AIR","HYR","Sawyer County","false","1","REC","NSCH","PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=193743","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193743/pdf"
"CEN24LA105","ACC","193742","2024-02-02T15:00:00Z","Blytheville","Arkansas","United States",,"N6148N","M-1225","false","Aviation","DirectorBrief","2024-02-29T05:00:00Z","2024-02-29T18:00:00Z","None","0","0","0","The pilot’s improper descent path which resulted in a bounced landing and loss of control.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained",,"35.939999","-89.830737999999997","BEECH","B23","AIR","HKA","BLYTHEVILLE MUNI","false","1","REC",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=193742","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193742/pdf"
"CEN24LA104","ACC","193741","2024-02-02T12:42:00Z","Cherokee","Oklahoma","United States",,"N4284","24-4284","false","Aviation","",,,"None","0","0","0",,,,"36.788308000000001","-98.358430999999996","PIPER","PA24","AIR","4O5","Cherokee Municipal","false","1",,"NSCH","PERS","091","Substantial","IMC",,"Maneuvering","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193741/pdf"
"ERA24LA109","ACC","193758","2024-02-01T23:00:00Z","Louisville","Kentucky","United States",,"N1317P","23-357","false","Aviation","",,,"None","0","0","0",,,,"38.227983999999999","-85.663748999999996","PIPER","PA-23-150","AIR","LOU",,"false","2",,,"PERS","091","Substantial","VMC",,"Takeoff","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193758/pdf"
"ERA24LA118","ACC","193827","2024-02-01T22:30:00Z","Miami","Florida","United States",,"N521LS","13907","false","Aviation","",,,"None","0","0","0",,,,"25.784129","-80.173595000000006","ROBINSON HELICOPTER COMPANY","R44 II","HELI",,,"false","1",,,"OWRK","091","Substantial",,"GLOBAL AERIALS INC","Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193827/pdf"
"DCA24WA103","INC","193816","2024-02-01T22:13:00Z","Auckland",,"New Zealand",,"ZK-NZF",,"false","Aviation","",,,,,,,,,,,,"BOEING","787","AIR",,,"false",,,,,"NUSC","None",,,"Enroute","N/A",,"Prelim","","None"
"ERA24FA104","ACC","193737","2024-02-01T21:07:00Z","Clearwater","Florida","United States",,"N6659L","D-10279","false","Aviation","",,,"Fatal","3","0","1",,,,"27.950233999999998","-82.726913999999994","BEECH","V35","AIR",,,"false","1",,,"PERS","091","Destroyed","VMC",,"Emergency Descent","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193737/pdf"
"CEN24LA110","ACC","193757","2024-02-01T16:32:00Z","Waller","Texas","United States",,"N984TP, N27GG",,"false","Aviation","",,,"None","0","0","0",,,,"30.192699999999999","-95.963200000000001","PIPISTREL, Shempp-Hirth","TAURUS, Discus-2CT","GLI, GLI","89TA",,"false, false",,,,"PERS, PERS","091, 091","Substantial, Minor",,"Texas Soaring Bats LLC","Maneuvering","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193757/pdf"
"ERA24FA103","ACC","193736","2024-02-01T15:30:00Z","Coatesville","Pennsylvania","United States",,"N887CC","GA7-0044","false","Aviation","",,,"Fatal","1","0","0",,,,"39.993333","-75.900833000000006","GRUMMAN AMERICAN AVN. CORP.","GA-7","AIR","MQS","CHESTER COUNTY G O CARLSON","false","2",,,"POSI","091","Substantial","VMC",,"Initial Climb","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193736/pdf"
"ERA24LA107","ACC","193754","2024-02-01T13:00:00Z","Elizabethtown","North Carolina","United States",,"N6015U","M-2135","false","Aviation","",,,"None","0","0","0",,,,"34.601815999999999","-78.579275999999993","BEECH","C23","AIR","EYF","CURTIS L BROWN JR FLD","false","1",,,"PERS","091","Substantial","VMC",,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193754/pdf"
"GAA24WA082","ACC","193739","2024-02-01T11:11:00Z","Denholm",,"Canada",,"C-FSSJ","17253659","false","Aviation","",,,"None","0","0","0",,,,"45.842167000000003","-75.840666999999996","CESSNA","172","AIR",,,"false","1",,,"PERS","NUSN","Substantial",,,"Unknown","N/A",,"Prelim","","None"
"DCA24WA087","ACC","193738","2024-02-01T03:08:00Z","Tokoname",,"Japan",,"JA899A","34519","false","Aviation","",,,"Serious","0","1","0",,,,"34.858333000000002","136.80527799999999","BOEING","787","AIR",,,"false","2",,"SCHD",,"NUSC","None",,"All Nippon Airways","Enroute","N/A",,"Prelim","","None"
"CEN24LA108","ACC","193746","2024-01-31T19:22:00Z","Conway","Arkansas","United States",,"N2184T","28-7205028","false","Aviation","",,,"None","0","0","0",,,,"35.010221999999999","-92.575675000000004","PIPER","PA-28-180","AIR","CXW","Conway Regional Airport","false","1",,,"INST","091","Substantial","VMC","FISHER GLOBAL LLC","Approach","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193746/pdf"
"ERA24FA102","ACC","193731","2024-01-31T15:25:00Z","Eufaula","Alabama","United States",,"N5520P","24-583","false","Aviation","",,,"Fatal","1","0","0",,,,"31","-85","PIPER","PA-24","AIR","EUF","WEEDON FLD","false","1",,,"PERS","091","Substantial","VMC",,"Initial Climb","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193731/pdf"
"WPR24LA081","ACC","193732","2024-01-30T15:17:00Z","Camarillo","California","United States",,"N906CR","CR-001","false","Aviation","",,,"Serious","0","1","1",,,,"34.193199999999997","-119.00924999999999","CHRISTOPHER RANDALL","RAPTOR JUNIOR 540","AIR",,,"true","1",,,"PERS","091","Substantial","VMC",,"Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193732/pdf"
"WPR24FA080","ACC","193721","2024-01-30T12:29:00Z","Concord","California","United States",,"N30AK","21153","false","Aviation","",,,"Fatal","1","0","0",,,,"37.977823999999998","-122.06119","SWANSON R/SWANSON S","RV-6","AIR","CCR","Buchanan Field Airport","true","1",,,"PERS","091","Substantial","VMC",,"Takeoff","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193721/pdf"
"CEN24LA102","ACC","193724","2024-01-30T00:50:00Z","Terrell","Texas","United States",,"N8805Z","17255455","false","Aviation","",,,"Minor","0","0","2",,,,"32.722808999999998","-96.266825999999995","CESSNA","172","AIR","TRL",,"false","1",,,"PERS","091","Substantial","VMC",,"Takeoff","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193724/pdf"
"CEN24FA101","ACC","193717","2024-01-29T16:41:00Z","Ranchitos Las Lomas","Texas","United States",,"N315GW","AC283-3","false","Aviation","",,,"Fatal","2","0","0",,,,"27.642883000000001","-99.111118000000005","LOCKWOOD","AIR CAM","AIR",,,"true","2",,,"PERS","091","Substantial","VMC","PANDA VENTURES LLC","Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193717/pdf"
"GAA24WA081","ACC","193725","2024-01-29T16:30:00Z","Eharting","Other Foreign","Germany",,"D-HMIK",,"false","Aviation","",,,"Minor","0","0","1",,,,"12.5763","48.276899999999998","HUGHES","369","HELI",,,"false",,,,"UNK","NUSN","Substantial",,,"Maneuvering","N/A",,"Prelim","","None"
"GAA24WA083","ACC","193747","2024-01-29T13:30:00Z","Wolmaransstad",,"South Africa",,"ZS-FON","LJ-1735","false","Aviation","",,,,,,,,,,"27.8125","26.216667000000001","BEECH","C90","AIR",,"Bona Bona Airfield","false",,,,"PERS","NUSN","Substantial",,"Blue Skies and Tailwinds (PTY) LTD","Landing","N/A",,"Prelim","","None"
"ERA24LA100","ACC","193714","2024-01-28T17:23:00Z","Orlando","Florida","United States",,"N103JT","42000163","false","Aviation","",,,"None","0","0","0",,,,"28.423541","-81.327267000000006","HONDA AIRCRAFT CO LLC","HA-420","AIR","MCO","Orlando International Airport","false","2",,"NSCH",,"135","Substantial","VMC","GC Aviation","Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193714/pdf"
"GAA24WA087","ACC","193759","2024-01-28T12:30:00Z","Itapeva","Other Foreign","Brazil",,"PS-MTG","4636065","false","Aviation","",,,"Fatal","7","0","0",,,,"-22.781666999999999","-46.225833000000002","PIPER","PA46","AIR",,,"false","1",,,,"NUSN","Destroyed",,"IT S SOLUCOES LTDA","Enroute","N/A",,"Prelim","","None"
"CEN24LA100","ACC","193716","2024-01-26T19:55:00Z","DeRidder","Louisiana","United States",,"N811CW","TH-1351","false","Aviation","",,,"None","0","0","0",,,,"30.215164000000001","-93.151194000000004","Beechcraft","BE58","AIR","KCWF","Chennault International Airport","false","2",,"NSCH","PERS","091","Substantial","IMC","J&H Aviation LLC","Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193716/pdf"
"WPR24LA082","ACC","193733","2024-01-26T15:29:00Z","Eden","Oregon","United States",,"N7473D","18-5808","false","Aviation","",,,"Serious","0","1","1",,,,"45.962400000000002","-117.5821","PIPER","PA-18A 150","AIR",,,"false","1",,,"PERS","091","Substantial","VMC",,"Unknown","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193733/pdf"
"ERA24FA097","ACC","193708","2024-01-26T09:26:00Z","Londonderry","New Hampshire","United States",,"N53RP","U-195","false","Aviation","",,,"Serious","0","1","0",,,,"42.854050000000001","-71.415783000000005","BEECH","C99","AIR",,,"false","2",,"NSCH","OWRK","135","Substantial","VMC","Wiggins Airways","Maneuvering","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193708/pdf"
"ANC24LA012","ACC","193753","2024-01-25T14:47:00Z","Waialua","Hawaii","United States",,"N545PH","0536E","false","Aviation","",,,,,,,,,,"21.518778000000001","-157.93629999999999","MCDONNELL DOUGLAS HELICOPTER","369E","HELI",,,"false","1",,"NSCH","OWRK","135","Substantial","VMC","K & S HELICOPTERS INC","Takeoff","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193753/pdf"
"CEN24LA099","ACC","193707","2024-01-24T22:15:00Z","Direct","Texas","United States",,"N23107","172S13105","false","Aviation","",,,"Fatal","1","0","0",,,,"33.840027999999997","-95.863139000000004","TEXTRON AVIATION INC","172S","AIR","ADS",,"false","1",,,"INST","091","Substantial",,,"Uncontrolled Descent","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193707/pdf"
"GAA24WA099","ACC","193829","2024-01-24T05:00:00Z","Brownlow Hill",,"Austria",,"N",,"false","Aviation","",,,,,,,,,,,,"CESSNA","172",,,,"false",,,,,,,,,"Enroute","N/A",,,"",""
"ERA24FA096","ACC","193703","2024-01-23T20:44:00Z","Weston","Florida","United States",,"N737VC","17269700","false","Aviation","",,,"Fatal","2","0","0",,,,"26.149583","-80.509902999999994","CESSNA","172","AIR",,,"false","1",,,"PERS","091","Substantial","VMC","FLORIDA GENERAL AVIATION","Unknown","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193703/pdf"
