"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude ","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","BroadPhaseofFlight","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"ERA24LA095","ACC","193696","2024-01-21T20:25:00Z","Paris","Tennessee","United States",,"N3857Y","21058357","false","Aviation","",,,"None","0","0","0",,,,"36.336353000000003","-88.383128999999997","CESSNA","210D","AIR","PHT",,"false","1",,,"PERS","091","Substantial","VMC",,"Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193696/pdf"
"CEN24FA095","ACC","193687","2024-01-21T15:20:00Z","Little Rock","Arkansas","United States",,"N255JP","3084","false","Aviation","",,,"Fatal","1","0","0",,,,"34.733018999999999","-92.218553","CIRRUS DESIGN CORP","SR22","AIR","LIT","BILL AND HILLARY CLINTON NTL/ADAMS FLD","false","1",,"NSCH","PERS","091","Destroyed","VMC",,"Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193687/pdf"
"GAA24WA075","ACC","193704","2024-01-21T15:20:00Z","Speck-Fehraltorf","Other Foreign","Switzerland",,"HB-TDA","172S11144","false","Aviation","",,,"None","0","0","0",,,,,,"CESSNA","172","AIR","LSZK",,"false",,,,,"NUSN","Unknown",,,"Initial Climb","N/A",,"Prelim","","None"
"CEN24LA097","ACC","193692","2024-01-21T14:20:00Z","Kenosha","Wisconsin","United States",,"N8350M","2665","false","Aviation","",,,"Serious","0","1","0",,,,"42.597337000000003","-87.928021999999999","ROBINSON HELICOPTER","R22 BETA","HELI","ENW","Kenosha Regional Airport","false","1",,,"PERS","091","Substantial","VMC","VORTEX LEASING LLC","Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193692/pdf"
"DCA24WA113","OCC","193855","2024-01-21T04:43:00Z","Vancouver",,"Canada",,"N87512","33458","false","Aviation","",,,,,,,,,,,,"BOEING","737-824","AIR",,,"false","2",,,,"121","None",,,"Approach","N/A",,"Prelim","","None"
"CEN24FA094","ACC","193686","2024-01-21T01:23:00Z","Hydro","Oklahoma","United States",,"N295AE","51455","false","Aviation","",,,"Fatal","3","0","0",,,,"35.549259999999997","-98.551755999999997","BELL","206","HELI",,,"false","1",,"NSCH","POSI","135","Substantial","VMC","AIR EVAC EMS INC","Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193686/pdf"
"ERA24LA092","ACC","193688","2024-01-20T17:43:00Z","New Smyrna Beach","Florida","United States",,"N321EP","172S12622","false","Aviation","DirectorBrief","2024-04-04T04:00:00Z","2024-04-04T17:00:00Z","None","0","0","0","A failure of the right brake during taxi, which resulted in a taxiway excursion and collision with a tree.","Aircraft - Aircraft systems - Landing gear system - Brake - Failure, Environmental issues - Physical environment - Object/animal/substance - Tree(s) - Effect on equipment",,"29.049144999999999","-80.948108000000005","TEXTRON AVIATION INC","172","AIR","EVB","NEW SMYRNA BEACH MUNI","false","1","REC",,"INST","091","Substantial","VMC","EPIC AVIATION INC","Taxi","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=193688","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193688/pdf"
"CEN24LA096","ACC","193690","2024-01-20T15:20:00Z","Liberty Hill","Texas","United States",,"N1230R","AC205","false","Aviation","",,,"None","0","0","0",,,,"30.738219999999998","-97.971639999999994","LOCKWOOD","AIR CAM","AIR","TA60","FLY NAVY","true","2",,,"PERS","091","Substantial","VMC",,"Approach","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193690/pdf"
"GAA24WA073","ACC","193695","2024-01-20T12:30:00Z","Murcott","Other Foreign","United Kingdom",,"GNEWT","D-1168","false","Aviation","",,,"None","0","0","0",,,,"51.835787000000003","-1.1534230000000001","BEECH","35","AIR",,,"false","1",,,,"NUSN","Unknown",,,"Enroute","N/A",,"Prelim","","None"
"ERA24LA093","ACC","193689","2024-01-19T19:57:00Z","Lakeport","Florida","United States",,"N5799","100-0277","false","Aviation","",,,"Serious","0","1","0",,,,"27","-81","QUEST AIRCRAFT CO INC","KODIAK 100","AIR",,,"false","1",,,"PERS","091","Substantial","VMC","176 HARBORVIEW LLC","Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193689/pdf"
"ERA24LA094","INC","193691","2024-01-19T14:47:00Z","Dulles","Virginia","United States",,"N1983X","208B1013","false","Aviation","",,,"None","0","0","0",,,,"38.945320000000002","-77.519189999999995","CESSNA","208","AIR","IAD","Washington Dulles International","false","1",,"SCHD",,"135","Minor","IMC","SOUTHERN AIRWAYS  LLC","Initial Climb","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193691/pdf"
"DCA24LA079","INC","193682","2024-01-19T00:34:00Z","Miami","Florida","United States",,"N859GT","62441","false","Aviation","",,,"None","0","0","0",,,,"25.786095","-80.314837999999995","BOEING","747-87UF","AIR",,,"false","4",,"NSCH",,"121","Minor","VMC","ATLAS AIR INC","Initial Climb","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193682/pdf"
"WPR24LA079","ACC","193698","2024-01-18T18:00:00Z","Bliss","Idaho","United States",,"N2975A","30175","false","Aviation","",,,"None","0","0","0",,,,"43","-115","CESSNA","180","AIR","0ID0","SOUTH FORK RANCH","false","1",,,"PERS","091","Substantial","VMC",,"Taxi","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193698/pdf"
"WPR24LA078","ACC","193693","2024-01-18T14:49:00Z","Grass Valley","California","United States",,"N7250Q","17260550","false","Aviation","",,,"None","0","0","0",,,,"39.224055999999997","-121.00255","CESSNA","172L","AIR","GOO","NEVADA COUNTY","false","1",,,"PERS","091","Substantial","VMC",,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193693/pdf"
"ERA24LA099","ACC","193710","2024-01-18T13:23:00Z","LaGrange","Georgia","United States",,"N780PA","551024","false","Aviation","",,,"None","0","0","0",,,,"33","-85","SWISSDRONES OPERATING AG","SDO 50 V2","UNMANNED",,,"false","1",,,"INST","091","Substantial","VMC","PHOENIX AIR UNMANNED LLC","Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193710/pdf"
"WPR24LA077","ACC","193677","2024-01-17T15:38:00Z","Yuma","Arizona","United States",,"N70WP","07175401014","false","Aviation","",,,"Minor","0","0","1",,,,"32.652557999999999","-114.6105","DENNIS SMITH","ECLIPSE 10","HELI","NYL","Yuma International Airport","false","1",,,"PERS","091","Substantial","VMC",,"Takeoff","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193677/pdf"
"CEN24LA091","ACC","193676","2024-01-16T20:15:00Z","Hugo","Oklahoma","United States",,"N7059P","24-2209","false","Aviation","",,,"None","0","0","0",,,,"34.033639000000001","-95.542056000000002","PIPER","PA-24","AIR","HHW","STAN STAMPER MUNI","false","1",,,"PERS","091","Substantial","VMC",,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193676/pdf"
"DCA24WA080","INC","193683","2024-01-16T18:45:00Z","Gustavia",,"Bolivia",,"N668TW","326","false","Aviation","",,,,,,,,,,"17.899111000000001","-62.84113","PILATUS","PC-12/45","AIR",,,"false","1",,,,"091","Minor",,"Tradewind Aviation LLC","Approach","N/A",,"Prelim","","None"
"WPR24LA074","ACC","193669","2024-01-16T13:30:00Z","Auburn","Washington","United States",,"N920MB","1145","false","Aviation","",,,,,,,,,,"47.342702000000003","-122.22239999999999","BECK MICHAEL J","SONEX","AIR","S50",,"false","1",,,"PERS","091","Substantial","VMC","GROVER DANIEL A","Initial Climb","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193669/pdf"
"ERA24LA101","ACC","193715","2024-01-15T16:48:00Z","Franklin","Pennsylvania","United States",,"N7682U","15077808","false","Aviation","",,,"Serious","0","1","0",,,,"41","-79","CESSNA","150M","AIR","FKL","VENANGO RGNL","false","1",,,"INST","091","Substantial","VMC","TECH FLIGHT CORP","Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193715/pdf"
"WPR24FA073","ACC","193662","2024-01-14T21:05:00Z","Half Moon Bay","California","United States",,"N656TE","001","false","Aviation","",,,"Fatal","4","0","0",,,,"37.501832999999998","-122.51049999999999","OSTROTH THANE L","COZY MK IV","AIR","HAF","HALF MOON BAY","true","1",,,"PERS","091","Destroyed","IMC",,"Initial Climb","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193662/pdf"
"ERA24LA090","ACC","193666","2024-01-14T19:38:00Z","Mooresville","North Carolina","United States",,"N512SP","172S8371","false","Aviation","",,,"Serious","0","1","0",,,,"35.613947000000003","-80.899530999999996","CESSNA","172","AIR","14A","LAKE NORMAN AIRPARK","false","1",,,"PERS","091","Substantial",,,"Uncontrolled Descent","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193666/pdf"
"ERA24FA088","ACC","193645","2024-01-14T19:24:00Z","Leyden","Massachusetts","United States",,"N7345R","TC-1707","false","Aviation","",,,"Fatal","3","0","0",,,,"42.657361000000002","-72.600333000000006","BEECH","95-B55 (T42A)","AIR",,,"false","2",,,"INST","091","Substantial","VMC","FLY LUGU LLC","Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193645/pdf"
"CEN24FA089","ACC","193646","2024-01-14T14:30:00Z","Poolville","Texas","United States",,"N252DL","310R0242","false","Aviation","",,,"Fatal","3","0","0",,,,"32.9863","-97.897199999999998","CESSNA","310R","AIR","XBP","Bridgeport Municipal Airport","false","2",,"NSCH","PERS","091","Destroyed","IMC",,"Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193646/pdf"
"WPR24FA072","ACC","193647","2024-01-14T09:47:00Z","Eloy","Arizona","United States",,"N4961D",,"false","Aviation","",,,"Fatal","4","1","0",,,,"32.819527000000001","-111.54458","KUBICEK","BB85Z","BALL",,,"false",,,,"OWRK","091","Substantial","VMC","Droplyne LLC","Maneuvering","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193647/pdf"
"DCA24WA072","INC","193656","2024-01-14T01:12:00Z","Muscat",,"Oman",,"9V-SWX",,"false","Aviation","",,,,,,,,,,,,"BOEING","777","AIR",,,"false",,,,,"NUSC","None",,,"Enroute","N/A",,"Prelim","","None"
"WPR24LA076","ACC","193674","2024-01-13T15:00:00Z","Colorado City","Arizona","United States",,"N2886X","28-7990530","false","Aviation","",,,"None","0","0","0",,,,"36.959944","-113.01388","PIPER","PA-28-181","AIR",,,"false","1",,,"PERS","091","Substantial","VMC","MILLER ROBERT JOSEPH","Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193674/pdf"
"CEN24LA093","ACC","193681","2024-01-13T11:15:00Z","Albany","Texas","United States",,"N2582U","F7-879","false","Aviation","",,,"Serious","0","1","0",,,,"32.782879999999999","-99.365959000000004","BALLOON WORKS","Firefly 7-15","BALL",,,"false","0",,,"PERS","091","Unknown",,,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193681/pdf"
"WPR24LA075","ACC","193673","2024-01-12T17:15:00Z","Mesquite","Nevada","United States",,"N630L","GR001","false","Aviation","",,,"Serious","0","1","0",,,,"36.833139000000003","-114.05588","HARMON","ROCKET II","AIR","67L","MESQUITE","true","1",,,"PERS","091","Substantial","VMC",,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193673/pdf"
"CEN24LA088","ACC","193642","2024-01-11T21:00:00Z","Spofford","Texas","United States",,"N204TX","3711","false","Aviation","",,,"Minor","0","0","2",,,,"29.159300000000002","-100.4986","EUROCOPTER","AS 350 B2","HELI",,,"false","1",,"NSCH","PUBS","PUBU","Substantial","VMC","Texas Department of Public Safety","Maneuvering","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193642/pdf"
"GAA24WA069","ACC","193668","2024-01-11T17:00:00Z","Cannes Mandelieu",,"France",,"F-GJYB",,"false","Aviation","",,,"Fatal","2","0","0",,,,,,"ROBINSON","R22","HELI",,,"false","1",,,,"NUSN","Substantial",,,"Takeoff","N/A",,"Prelim","","None"
"WPR24LA071","ACC","193641","2024-01-11T10:37:00Z","Livingston","Montana","United States",,"N558RA","086","false","Aviation","",,,"Minor","0","0","2",,,,"45.699416999999997","-110.44802","LEARJET INC","55","AIR","LVM","MISSION FLD","false","2",,,"POSI","091","Substantial","VMC","ROYAL AIR FREIGHT INC","Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193641/pdf"
"CEN24LA090","ACC","193667","2024-01-10T19:15:00Z","Lampasas","Texas","United States",,"N7670H","12-549","false","Aviation","DirectorBrief","2024-02-20T05:00:00Z","2024-02-22T18:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control during the landing roll.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",,"31.106193999999999","-98.195916999999994","PIPER","PA-12","AIR","LZZ","LAMPASAS","false","1","REC",,"PERS","091","Substantial","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=193667","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193667/pdf"
"DCA24LA065","ACC","193637","2024-01-10T13:06:00Z","Houston","Texas","United States",,"N62883","42202","false","Aviation","",,,,,,,,,,"29.990092000000001","-95.340603000000002","BOEING","737","AIR",,,"false",,,"SCHD",,"121","Substantial",,"UNITED AIRLINES INC","Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193637/pdf"
"WPR24LA070","ACC","193638","2024-01-10T12:10:00Z","Stratford","California","United States",,"N6126U","502A-0298","false","Aviation","",,,"None","0","0","0",,,,"36.207922000000003","-119.79413","AIR TRACTOR INC","AT-502A","AIR","Priv","Blair Air","false","1",,,"FERY","137","Substantial","VMC","Blair Ground Services","Initial Climb","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193638/pdf"
"ERA24LA087","ACC","193639","2024-01-10T10:15:00Z","Hohenwald","Tennessee","United States",,"N7UT","15076100","false","Aviation","",,,"None","0","0","0",,,,"35","-87","CESSNA","150M","AIR","0M3","PAUL BRIDGES FLD","false","1",,,"INST","091","Substantial","VMC","VOLUNTEER AVIATION FOUNDATION INC","Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193639/pdf"
"CEN24LA087","ACC","193640","2024-01-09T17:35:00Z","Park Rapids","Minnesota","United States",,"N1401V","10771","false","Aviation","DirectorBrief","2024-02-20T05:00:00Z","2024-02-22T18:00:00Z","None","0","0","0","The pilot’s failure to maintain directional control and terrain clearance during initial climb, that resulted in an impact with trees and terrain.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained",,"47.044798","-95.118313000000001","PIPER","J3C","AIR","MN86","SKY MANOR AERO ESTATES","false","1","REC",,"PERS","091","Substantial","VMC",,"Initial Climb","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=193640","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193640/pdf"
"ERA24LA089","ACC","193664","2024-01-09T14:15:00Z","Groton","Connecticut","United States",,"N33300","34-7450205","false","Aviation","DirectorBrief","2024-02-29T05:00:00Z","2024-02-29T18:00:00Z","None","0","0","0","The pilot receiving instruction’s failure to extend the landing gear prior to landing.  Also contributing, was the flight instructor’s failure to monitor the airplane’s configuration while on approach to land.","Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Not used/operated, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Student/instructed pilot, Personnel issues - Psychological - Attention/monitoring - Monitoring equip/instruments - Instructor/check pilot",,"41.330055999999999","-72.045139000000006","PIPER","PA-34-200","AIR","GON","GROTON-NEW LONDON","false","2","REC",,"INST","091","Substantial","VMC","UPGRADE INCORPORATED","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=193664","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193664/pdf"
"DCA24WA086","INC","193726","2024-01-09T07:25:00Z","Katunayake","Other Foreign","Sri Lanka",,"4R-ALS, A6-FME",,"false","Aviation","",,,,"0","0","0",,,,"7.1811109999999996","79.883611000000002","AIRBUS, BOEING","A330, 737","AIR, AIR",,,"false, false","2, 2",,"SCHD, SCHD",,"NUSC, NUSC","None, None",,"Sri Lankan Airlines, Fly Dubai","Enroute","N/A",,"Prelim","","None"
"WPR24LA066","ACC","193627","2024-01-08T14:20:00Z","Byron","California","United States",,"N9338V","700004","false","Aviation","",,,"None","0","0","0",,,,"37.828443999999998","-121.62582999999999","MOONEY","M20E","AIR","C83","Byron Airport","false","1",,,"INST","091","Substantial",,,"Approach","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193627/pdf"
"DCA24WA106","INC","193842","2024-01-08T13:30:00Z","Barcelona",,"Spain",,"D-AGWD, A6-EWE",,"false","Aviation","",,,,,,,,,,,,"AIRBUS, BOEING","A319, 777","AIR, AIR",,,"false, false",,,,,"NUSC, NUSC","None, None",,,"Unknown","N/A",,"Prelim","","None"
"GAA24WA067","ACC","193623","2024-01-07T23:07:00Z","Lizard Island",,"Australia",,"VH-NWJ",,"false","Aviation","",,,"Serious","0","1","0",,,,"-14.672777999999999","145.45416700000001","CESSNA","208B","AIR",,,"false",,,,,"UNK","Substantial",,,"Enroute","N/A",,"Prelim","","None"
"WPR24LA068","ACC","193633","2024-01-07T22:19:00Z","Carson City","Nevada","United States",,"N421TP","421C0258","false","Aviation","",,,"None","0","0","0",,,,"39.192194999999998","-119.73322","CESSNA","421C","AIR","CXP","CARSON CITY","false","2",,,"PERS","091","Substantial",,,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193633/pdf"
"CEN24LA084","ACC","193625","2024-01-07T13:18:00Z","Buffalo","Missouri","United States",,"N8704R","RH-01","false","Aviation","",,,,,,,,,,"37.654083","-93.087000000000003","SlipStream International","Genesis","AIR","H17","BUFFALO MUNI","false","1",,,"PERS","091","Unknown",,,"Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193625/pdf"
"CEN24LA086","ACC","193629","2024-01-07T07:10:00Z","Fort Worth","Texas","United States",,"N816AT","4496535","false","Aviation","DirectorBrief","2024-02-20T05:00:00Z","2024-02-22T18:00:00Z","None","0","0","0","The pilot’s failure to extend the landing gear and the flight instructor’s lack of recognition and inadequate remedial action, which resulted in a gear up landing.","Personnel issues - Action/decision - Action - Incomplete action - Pilot, Aircraft - Aircraft systems - Landing gear system - (general) - Not used/operated, Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Instructor/check pilot, Personnel issues - Action/decision - Action - Lack of action - Instructor/check pilot",,"32.987639999999999","-97.318809999999999","PIPER AIRCRAFT INC","PA-44-180","AIR","AFW","PEROT FLD/FORT WORTH ALLIANCE","false","2","REC",,"INST","091","Substantial","VMC","ATP Flight School","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=193629","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193629/pdf"
"DCA24WA150","INC","194059","2024-01-06T20:00:00Z","London","Other Foreign","Gabon",,"G-UNET",,"false","Aviation","",,,,,,,,,,,,"BOEING","747",,,,"false",,,,,"NUSC",,,,"Takeoff","N/A",,,"","None"
"CEN24FA083","ACC","193620","2024-01-06T11:45:00Z","Dolores","Colorado","United States",,"N712DG","JA220-10-10","false","Aviation","",,,"Fatal","2","0","0",,,,"37.562890000000003","-108.51535","JUST","HIGHLANDER","AIR","None","Private","false","1",,,"PERS","091","Destroyed","VMC",,"Takeoff","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193620/pdf"
"DCA24WA071","ACC","193655","2024-01-06T03:28:00Z","Mar del Plata",,"Argentina",,"LV-KJE",,"false","Aviation","",,,,,,,,,,,,"BOEING","737","AIR",,,"false",,,,,"NUSC","Substantial",,,"Landing","N/A",,"Prelim","","None"
"DCA24MA063","ACC","193617","2024-01-05T19:14:00Z","Portland","Oregon","United States",,"N704AL","67501","false","Aviation","",,,"None","0","0","0",,,,"45.454166999999998","-122.75555","BOEING","737-9","AIR",,,"false","2",,"SCHD",,"121","Substantial","VMC","ALASKA AIRLINES INC","Initial Climb","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193617/pdf"
"CEN24LA082","ACC","193612","2024-01-04T14:46:00Z","Middleton","Wisconsin","United States",,"N3477E","17271563","false","Aviation","",,,"None","0","0","0",,,,"43.114986999999999","-89.533693","CESSNA","172N","AIR","C29","Middleton Municipal Airport","false","1",,,"INST","091","Substantial","VMC","Morey Airplane CO. Inc.","Takeoff","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193612/pdf"
"GAA24WA066","ACC","193622","2024-01-04T05:00:00Z","Bequia","Other Foreign","St Vincent And The Grenadines",,"N4023B",,"false","Aviation","",,,"Fatal","4","0","0",,,,,,"BELLANCA","17-30A",,,,"false",,,,,"UNK",,,,"Initial Climb","N/A",,,"","None"
"DCA24WA070","INC","193654","2024-01-04T00:25:00Z","Copenhagen",,"Denmark",,"9H-QEN",,"false","Aviation","",,,,,,,,,,,,"BOEING","737","AIR",,,"false",,,,,"NUSC","None",,,"Taxi","N/A",,"Prelim","","None"
"ERA24LA082","ACC","193598","2024-01-03T14:26:00Z","Tullahoma","Tennessee","United States",,"N231GG","25-0171","false","Aviation","",,,"None","0","0","0",,,,"35.380125","-86.246778000000006","MOONEY","M20K","AIR","THA","Tullahoma Regional Airport","false","1",,,"PERS","091","Substantial","VMC",,"Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193598/pdf"
"CEN24LA085","ACC","193628","2024-01-02T19:10:00Z","San Marcos","Texas","United States",,"N46MF","377","false","Aviation","",,,"None","0","0","0",,,,"29.885406","-97.855343000000005","LEARJET","35","AIR","HYI","SAN MARCOS RGNL","false","2",,"NSCH","OWRK","135","Substantial","IMC","MED FLIGHT AIR AMBULANCE INC","Landing","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193628/pdf"
"ERA24LA080","ACC","193594","2024-01-02T13:10:00Z","Green Pond","South Carolina","United States",,"N125MT","2844093","false","Aviation","",,,"Serious","0","1","0",,,,"32.622500000000002","-80.611109999999996","PIPER","PA-28R-201","AIR",,,"false","1",,,"PERS","091","Substantial","VMC","MCDONALD THERESA C","Unknown","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193594/pdf"
"WPR24LA063","ACC","193599","2024-01-02T12:30:00Z","Moriarty","New Mexico","United States",,"N111XF","24474","false","Aviation","",,,"Minor","0","0","1",,,,"34.973045999999997","-105.99386","BENDER THOMAS G","RV-6","AIR","0E0",,"true","1",,,"PERS","091","Substantial","VMC","BENDER THOMAS G","Initial Climb","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193599/pdf"
"DCA24WA058","OCC","193601","2024-01-02T05:00:00Z","Tokyo","Other Foreign","Japan",,"JA13XJ, JA722A",,"false","Aviation","",,,,,,,,,,,,"AIRBUS, BOMBARDIER","A350, DHC-8-315","AIR, AIR",,"Tokyo Haneda International","false, false",,,"SCHD, NSCH",,"129, 129","Destroyed, Destroyed",,"Japan Airlines, Japanese Coast Guard","Landing","N/A",,"Prelim","","None"
"DCA24WA057","OCC","193600","2024-01-02T03:00:00Z","Dhaka","Other Foreign","Bangladesh",,"S2-AJA, S2-AJG",,"false","Aviation","",,,,,,,,,,,,"Boeing, BOEING","737, 737","AIR, AIR",,,"false, false",,,"SCHD",,"129, 129","Minor, Substantial",,"U.S Bangla Airlines, Us- Bangla Airlines","Taxi","N/A",,"Prelim","","None"
"CEN24LA075","ACC","193582","2024-01-01T16:40:00Z","Mansfield","Louisiana","United States",,"N9729L","M-1356","false","Aviation","DirectorBrief","2024-02-08T05:00:00Z","2024-02-08T18:00:00Z","None","0","0","0","The nose landing gear collapse and postimpact fire due to undetermined reasons.","Not determined - Not determined - (general) - (general) - Unknown/Not determined, Aircraft - Aircraft systems - Landing gear system - Nose/tail landing gear - Unknown/Not determined",,"32.074120999999998","-93.765392000000006","BEECH","C23","AIR","3F3","C E 'RUSTY' WILLIAMS","false","1","REC",,"PERS","091","Destroyed","VMC",,"Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=193582","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193582/pdf"
"ERA24LA081","ACC","193597","2024-01-01T16:20:00Z","Gordonville","Pennsylvania","United States",,"N722RM","32-7440140","false","Aviation","",,,"None","0","0","0",,,,"40.024833000000001","-76.128583000000006","PIPER","PA32","AIR","S37","Smoketown Airport","false","1",,,"PERS","091","Substantial","VMC",,"Enroute","In work",,"Prelim","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/193597/pdf"

